Radomił,Dąbrowski ,ul. Francuska ,130,Racibórz,47-404,1945,13,9,21,AB+,65.5,188
Jadzia,Piotrowska,Pl. Henkla Dionizego ,75,Warszawa,01-578,1957,13,3,79,B+,51.0,161
Beatrycze,Olszewska,ul. Skowronków ,16,Katowice,40-539,1984,5,8,83,A+,48.4,163
Wiktoria,Nowak ,ul. Reja Mikołaja ,104,Wrocław,50-338,1932,4,11,6,AB+,23.2,114
Idzi,Dąbrowski ,ul. Dobrzyńska ,147,Bydgoszcz,85-189,1950,9,5,57,O+,66.8,169
Kazimiera,Maciejewska,ul. Moniuszki Stanisława ,12,Rzeszów,35-015,1956,31,1,81,B-,70.7,169
Makary,Zielinski,ul. Stelmachów ,64,Kraków,31-341,1974,25,2,17,O-,80.4,187
Ania,Rutkowska,ul. Justowska ,64,Kraków,30-138,1952,6,4,11,A+,42.5,157
Julitta,Olszewska,ul. Kolejowa ,30,Ostrzeszów,63-500,1947,19,5,53,B+,64.1,174
Bonifacy,Sawicki,ul. Bułhakowa Michaiła ,115,Poznań,60-461,2011,7,7,57,B+,98.7,168
Bonifacy,Nowak ,ul. Cisowa ,69,Szczecin,71-014,1950,21,7,26,A+,91.5,183
Dobrosława,Sawicka,ul. Braci Polskich ,97,Kraków,31-988,1980,22,5,39,A+,59.2,164
Maryla,Borkowska,ul. Łobzowska ,78,Kraków,30-038,1961,10,3,80,O+,55.1,162
Lucjusz,Nowicki,ul. Tarasowa ,84,Lublin,20-819,1995,26,7,13,A+,62.7,144
Błažej,Zając,ul. Słoneczników ,62,Szczecin,71-499,2001,19,10,53,B+,94.3,175
Zofia,Ostrowska,ul. Żeromskiego Stefana ,35,Poznań,60-544,1952,23,2,69,O+,84.7,154
Kacper,Piotrowski,ul. Odrodzenia Polski ,8,Wrocław,51-218,2003,6,6,8,O+,36.9,120
Wacława,Wojciechowska,ul. Nad Wilgą ,105,Kraków,30-434,1985,23,2,46,A+,100.6,166
Alojzy,Kucharski,ul. Kruczkowskiego Leona ,75,Ruda Śląska,41-710,1949,23,1,72,A+,104.7,184
Klaudia,Duda,ul. Nidziańska ,35,Poznań,60-406,1967,14,11,59,O+,88.9,160
Renard,Jaworski,ul. Aleksandrowska ,115,Łódź,91-201,1944,26,12,32,O+,91.7,179
Piotr,Maciejewski,ul. Ogórkowa ,87,Wrocław,52-311,1940,16,11,84,O-,68.3,181
Stefania,Kucharska,ul. Mariacka ,147,Szczecin,70-546,2005,9,1,67,O-,64.6,156
Cibor,Grabowski,ul. Generała Andersa Władysława ,106,Zawiercie,42-400,1976,6,4,61,A+,82.9,165
Bolesław,Wojciechowski,ul. Rybaków ,58,Gdynia,81-197,1976,3,11,42,A+,66.7,182
Hendrych,Jasiński,ul. Orkana Władysława ,2,Rzeszów,35-328,1980,28,3,65,B+,102.6,181
Mirosława,Duda,ul. Kisielewskiego Stefana ,129,Gdańsk,80-275,1954,22,4,70,A+,90.6,169
Dorota,Symanska,ul. Aleksandrówka ,140,Kielce,25-825,1953,19,1,6,A+,19.5,116
Angelika,Gorska,ul. Szpakowa ,105,Olsztyn,11-041,1954,14,8,67,B+,60.1,165
Urszula,Zając,ul. Skłodowskiej Curie Marii ,98,Szczecin,71-332,1951,13,12,36,B+,80.4,159
Izabella,Sawicka,ul. Ananasowa ,48,Wrocław,54-054,2012,3,8,56,B+,96.8,152
Felicyta,Adamczyk,ul. Honorowa ,44,Łódź,91-867,1953,14,7,22,A-,82.3,162
Eligia,Kalinowska,ul. Smoleńska ,23,Bydgoszcz,85-871,1963,18,1,16,O+,66.6,168
Hieronim,Gorski,ul. Dodatnia ,136,Łódź,93-429,1964,25,10,64,A+,85.4,168
Czesława,Sawicka,ul. Bożka Arki ,51,Opole,45-411,1983,3,1,14,O+,37.6,164
Seweryna,Dąbrowski ,ul. Bolesława Krzywoustego ,16,Gdynia,81-035,1950,16,5,32,O+,83.1,161
Tadeusz,Adamczyk,ul. Chopina Fryderyka ,129,Dąbrowa Górnicza,41-300,1937,4,6,68,O+,103.1,182
Ludwika,Dąbrowski ,ul. Szczepowa ,46,Wrocław,52-212,1972,29,11,49,O+,105.3,157
Honorata,Zając,ul. Widok ,1,Gdynia,81-255,1949,10,5,73,O+,50.0,154
Przemek,Woźniak,ul. Piekarska ,100,Rzeszów,35-101,1940,31,10,76,A+,103.0,182
Ludwika,Wiśniewska,ul. Anyżkowa ,110,Częstochowa,42-271,1981,1,7,12,A+,52.7,143
Aleksy,Grabowski,ul. Polna ,111,Kielce,25-313,1976,5,10,40,B+,81.6,185
Judyta,Rutkowska,ul. Czeska ,3,Olsztyn,10-635,1954,9,9,40,B+,104.9,161
Gaweł,Wieczorek,ul. Inowrocławska ,19,Wrocław,53-649,1935,27,8,37,O+,110.7,183
Oliwia,Wieczorek,ul. Samsonowicza Jana ,61,Lublin,20-485,2009,20,10,62,A+,89.6,155
Barbara,Maciejewska,ul. Hetmańska ,4,Chorzów,41-516,1979,10,7,64,B+,90.5,165
Maksym,Jaworski,ul. Jaskółek ,72,Katowice,40-530,2008,3,6,63,B+,100.3,184
Roman,Pawłowski,ul. Pilczycka ,122,Wrocław,54-144,1963,15,12,65,AB+,69.9,174
Stanisława,Kucharska,ul. Husarii ,27,Warszawa,02-951,1935,23,2,5,O+,16.3,100
Krysia,Majewska,ul. Szkolna ,69,Cerkwica,72-342,2007,31,7,64,AB+,98.7,159
Dorota,Sawicka,ul. Młodości ,93,Koszalin,75-372,1969,23,8,54,O+,62.8,154
Blanka,Wiśniewska,ul. Józefitów ,141,Kraków,30-039,1955,12,5,53,A+,56.9,165
Genowefa,Wiśniewska,ul. Podleśna ,113,Łódź,91-496,1958,22,5,34,B+,98.4,171
Mirosława,Kalinowska,Al. Jachowicza ,145,Płock,09-403,1936,3,5,67,O+,76.5,170
Jacenty,Adamczyk,ul. Kaczowa ,80,Kielce,25-679,2009,14,10,79,A+,76.4,180
Donat,Zielinski,ul. Zagórcze ,123,Dąbrowa Górnicza,41-300,1977,23,4,45,O+,72.0,179
Jagoda,Czerwinska,ul. Kamienna ,34,Lubsza,49-313,1941,8,2,68,O+,50.8,156
Wacław,Pawłowski,ul. Bieżanowska ,68,Kraków,30-813,1956,12,3,77,B+,60.1,166
Wisław,Kowalski,ul. Franciszkańska ,133,Katowice,40-728,1979,27,2,36,O+,75.4,180
Radosława,Zawadzka,ul. Piargowa ,56,Poznań,60-113,2014,10,6,41,O+,105.2,166
Dyta,Chmielewska,Pl. Grotowskiego Jerzego ,71,Rzeszów,35-060,1987,31,3,63,O+,58.2,154
Dobrosława,Duda,ul. Kozielicka ,12,Szczecin,70-735,1958,19,7,82,O+,75.1,167
Kasper,Chmielewski,ul. Ulanowska ,145,Warszawa,04-859,1970,14,5,8,O+,35.3,136
Krystian,Kucharski,ul. Ilskiego Franciszka ,143,Warszawa,04-479,2010,2,7,38,B+,112.2,169
Karina,Wojciechowska,ul. Czerwonego Kapturka ,133,Olsztyn,10-696,1990,16,2,9,O+,39.1,145
Czcibor,Wojciechowski,ul. Branicka ,84,Kraków,31-985,1967,31,7,54,AB+,75.3,173
Lubomierz,Wysocki,ul. Polna ,127,Mysłowice,41-412,1975,13,6,82,B+,90.1,172
Franciszek,Sawicki,ul. IX Poprzeczna ,40,Warszawa,04-637,1999,16,6,10,O-,24.5,137
Jerzy,Walczak,ul. Majora Sucharskiego Henryka ,25,Kielce,25-230,1937,26,5,48,B+,104.4,183
Julita,Pawlak,ul. Odrzańska ,63,Warszawa,02-160,1955,4,2,62,O+,53.8,169
Włodzisław,Dąbrowski ,ul. Dyngusowa ,118,Szczecin,71-804,1954,8,12,58,A+,91.4,177
Lubomir,Ostrowski,ul. Zyndrama z Maszkowic ,33,Szczecin,71-024,1998,4,12,80,B+,75.5,165
Tymoteusz,Duda,ul. Teatralna ,112,Gdańsk,80-836,1954,15,10,7,B+,21.1,123
Izolda,Chmielewska,ul. Borecka ,137,Poznań,61-313,1974,3,10,39,O+,103.9,175
Przemysł,Jaworski,ul. Dereniowa ,3,Lublin,20-226,1998,17,5,76,B+,62.5,182
Asia,Grabowska,ul. Rewolucji 1905 r.,64,Łódź,90-221,1965,24,3,61,A+,89.2,172
Apolinary,Duda,ul. Chopina Fryderyka ,75,Łódź,91-470,1996,5,11,37,A+,114.0,186
Józef,Zawadzki,ul. Kłodzka ,41,Kraków,30-810,1958,3,4,3,B+,18.1,96
Wawrzyniec,Nowicki,ul. Nefrytowa ,137,Kraków,30-798,1979,1,4,30,B+,90.7,178
Łukasz,Czerwinski,ul. Siemiradzkiego Henryka ,114,Kraków,31-137,1931,2,12,58,A+,94.6,185
Gabrysz,Zawadzki,ul. Krucza ,106,Gdańsk,80-653,1962,26,8,47,O+,103.8,173
Bazyli,Zielinski,ul. Grabowa ,144,Katowice,40-172,1974,10,9,6,O+,24.9,107
Bronisława,Pawłowska,ul. Myśliwska ,77,Zawiercie,42-400,1959,12,9,26,B+,100.0,167
Marceli,Ostrowski,ul. Drobuta Jana ,26,Wrocław,51-507,1978,14,12,49,B+,67.3,187
Ludmita,Nowak ,ul. Krzymuskiego Edmunda ,108,Kraków,30-864,1992,1,8,42,B+,79.0,159
Adelajda,Tomaszewska,ul. Emilianowska ,19,Bydgoszcz,85-141,2002,31,1,18,O+,56.2,168
Wioletta,Zawadzka,ul. Ceglarska ,88,Gliwice,44-100,1958,20,10,79,AB+,75.1,156
Przemek,Nowak ,ul. Lubelska ,92,Rzeszów,35-233,2001,4,3,62,AB+,79.5,173
Radosław,Wysocki,ul. Borowskiego Tadeusza ,37,Warszawa,03-475,1985,21,7,63,A+,71.5,169
Lesława,Sawicka,ul. Grodzka ,27,Wrocław,50-137,1959,13,9,18,B+,57.6,172
Władysława,Sobczak,ul. Aleje Jerozolimskie ,94,Warszawa,00-495,1948,11,10,62,A-,95.9,170
Tekla,Kowalczyk,ul. Parowozowa ,12,Łódź,92-304,1943,3,8,43,AB+,91.6,164
Ksenia,Król,ul. Koszykowa ,17,Zabrze,41-807,2007,5,1,19,O+,67.7,152
Radomiła,Wiśniewska,ul. Tolkmicka ,82,Gdańsk,80-389,1967,2,9,51,A+,87.9,171
Fryderyka,Zając,ul. Łączna ,81,Łódź,93-166,2006,13,9,20,O+,89.1,154
Jędrzej,Kwiatkowski,Pl. Mistrzów ,4,Chorzów,41-500,1932,27,6,59,A-,89.9,168
Dita,Sawicka,ul. Zarudawie ,56,Kraków,30-144,1951,18,4,38,O+,103.3,156
Czcibor,Kaczmarek,ul. Kombatantów ,114,Szczecin,71-809,2012,9,12,85,A+,82.9,165
Alojzy,Wieczorek,ul. Barytowa ,27,Kielce,25-756,1945,7,8,55,A+,63.1,185
Henio,Zielinski,ul. Nawigacyjna ,116,Poznań,60-480,2006,10,6,43,B+,75.2,169
Bronisława,Chmielewska,ul. Rajska ,86,Zielona Góra,65-747,1942,27,10,57,O+,93.6,153
Luiza,Kalinowska,ul. Swojczycka ,27,Wrocław,51-501,1997,28,5,39,O+,81.3,158
Malwina,Woźniak,ul. Westerplatte ,61,Kraków,31-033,1987,30,5,25,O+,71.0,170
Luiza,Borkowska,ul. Kwietniowa ,14,Gdańsk,80-178,1957,26,10,14,A+,39.0,159
Bonifacy,Zielinski,ul. Błędowska ,94,Warszawa,03-612,1979,30,7,59,O+,95.5,181
Kaja,Kozłowska,ul. Reja Mikołaja ,102,Katowice,40-224,1939,9,10,15,A+,57.8,160
Anka,Wieczorek,ul. Leszka Czarnego ,80,Kraków,31-709,1990,3,10,31,A+,49.9,164
Jolanta,Kalinowska,ul. Ptasia ,6,Zielona Góra,65-520,1968,10,11,57,O+,94.6,166
Malwina,Duda,ul. Olsztyńska ,118,Gdańsk,80-395,1973,17,5,69,A+,72.2,167
Wisia,Adamska,ul. Barona Henryka ,78,Częstochowa,42-228,1989,3,8,74,O+,97.1,161
Mariusz,Kamiński,ul. Ostrowskiego Aleksandra ,21,Wrocław,53-238,2003,1,5,10,A+,45.1,136
Czesław,Walczak,ul. Pacanowskiej Zuli ,57,Łódź,91-430,1967,2,7,50,A+,86.0,168
Klaudiusz,Maciejewski,ul. Pułtuska ,24,Winnica,06-120,1954,21,3,11,O+,42.9,135
Felicyta,Jasińska,ul. Topolowa ,92,Wrocław,52-110,2006,12,8,85,O+,61.2,160
Emeryk,Król,ul. Jagiellończyka ,95,Gorzów Wielkopolski,66-400,1939,8,6,66,O-,64.5,176
Bronisław,Ostrowski,ul. Wadąg ,65,Olsztyn,10-373,1959,7,11,4,B+,21.8,108
Krystiana,Kowalska,ul. Młynówka Królewska ,10,Kraków,30-134,2014,9,3,72,B+,51.1,163
Gabrjel,Jabłoński,ul. Rynek ,57,Andrychów,07-305,1968,15,1,11,A+,38.2,142
Marcelina,Kaczmarek,ul. Browarna ,42,Radom,26-610,1966,25,9,74,A-,85.5,160
Halina,Ostrowska,ul. Kanałowa ,141,Tarnowskie Góry,42-609,2001,13,6,20,A+,83.9,153
Jarosław,Czerwinski,ul. Czarnieckiego ,46,Ostróda,14-104,1987,1,1,30,O+,83.7,185
Sylwia,Kowalczyk,ul. Hutnicza ,36,Gliwice,44-100,1981,22,8,60,B+,70.1,168
Basia,Adamczyk,ul. Floriana ,88,Racibórz,47-403,2006,17,10,37,B-,104.8,165
Wisława,Kaczmarek,ul. Cechowa ,22,Gdynia,81-192,1962,11,12,77,A+,81.0,160
Wiola,Wysocka,ul. Nawigatorów ,131,Gdynia,81-562,2015,28,3,27,O+,97.3,158
Bazyli,Gorski,ul. Jesionowa ,27,Katowice,40-159,1949,21,8,49,A+,79.3,170
Angelika,Maciejewska,ul. Armii Krajowej ,143,Bydgoszcz,85-689,1981,26,7,44,O-,77.4,155
Bożydar,Wysocki,ul. Łowienicka ,86,Kraków,30-613,2003,21,9,27,A+,97.1,172
Bronisława,Olszewska,Al. Generała Andersa Władysława ,39,Warszawa,00-210,1962,23,6,14,A+,66.6,152
Jaropełk,Nowicki,ul. Żeromskiego Stefana ,86,Zielona Góra,65-066,1953,15,4,50,AB+,101.7,176
Dobromił,Sobczak,ul. Szczęsna ,84,Poznań,60-587,1945,21,3,63,A+,83.9,181
Zbigniew,Rutkowski,ul. Braniborska ,80,Zielona Góra,65-273,1960,14,11,10,B-,48.2,132
Kazia,Kozłowska,ul. Kolejowa ,53,Ostrzeszów,63-500,1955,10,9,77,O+,66.5,154
Witołd,Kowalski,Pl. Kardynała Wyszyńskiego Stefana ,69,Gdańsk,80-354,1952,31,3,58,O+,66.8,171
Izydor,Dąbrowski ,ul. Berwińskiego Ryszarda ,149,Bydgoszcz,85-044,1996,13,1,3,B+,11.5,89
Lubomierz,Szczepański,ul. Nad Źródłem ,92,Kraków,30-298,2001,15,6,49,A+,101.4,182
Marzena,Dąbrowski ,ul. Płochy Józefa ,144,Katowice,40-755,1941,2,12,50,B+,70.0,153
Hipolit,Kalinowski,ul. Krapkowicka ,105,Poznań,60-163,1981,4,12,15,B-,81.0,182
Lesław,Walczak,Pl. Generała Andersa Władysława ,83,Szczecin,70-411,1997,23,1,30,O+,76.2,183
Joasia,Dąbrowski ,ul. Lipowa ,79,Tarnowskie Góry,42-600,1967,10,12,35,AB+,50.6,155
Asia,Adamska,ul. Szkolna ,39,Białystok,15-640,1990,14,9,10,A+,43.1,133
Basia,Zielinska,ul. Świętej Jadwigi ,122,Wrocław,50-266,1947,9,8,55,O+,90.1,170
Cecylia,Grabowska,ul. Rezedowa ,109,Warszawa,04-232,1947,13,3,2,O+,10.1,88
Felicyta,Woźniak,ul. Białostoczek ,15,Białystok,15-859,1934,15,11,67,A+,60.0,164
Agnieszka,Adamska,ul. Spichlerna ,48,Bydgoszcz,85-108,2012,8,8,36,A+,86.9,166
Wisława,Jaworska,ul. Księdza Biskupa Tymienieckiego Wincentego ,144,Łódź,90-365,1967,25,4,14,O+,66.1,162
Narcyz,Nowicki,ul. 3 Maja ,60,Sopot,81-728,1962,22,10,54,O+,97.3,188
Bogusława,Król,ul. Kapelanów Armii Krajowej ,54,Warszawa,04-046,1934,19,1,64,B+,95.8,154
Radzimierz,Wieczorek,ul. Krępy Aleksandra ,109,Kraków,30-427,1966,18,9,71,B+,105.8,164
Celestyn,Sawicki,ul. Poziomkowa ,126,Gdynia,81-589,1936,7,8,57,O+,78.3,186
Bolek,Kaczmarek,ul. II Armii Wojska Polskiego ,33,Zielona Góra,65-613,2007,6,5,62,O+,99.7,171
Świętosław,Symanski,ul. Kamienna ,104,Będzin,42-500,1984,7,4,65,AB+,80.0,184
Wojtek,Adamski,ul. Narutowicza ,135,Lublin,20-014,2015,20,12,20,A+,55.9,169
Marzena,Duda,ul. Bolkowicka ,121,Poznań,60-301,1936,19,12,15,B-,45.1,166
Zbigniew,Borkowski,ul. Magdaleny ,136,Bytom,41-914,1959,14,7,76,O+,91.4,173
Aron,Grabowski,ul. Wolności ,18,Sączów,42-595,2000,31,7,36,O+,72.3,178
Maciej,Kalinowski,ul. Długosza Jana ,1,Poznań,60-556,2001,12,7,20,B+,72.5,186
Przemko,Symanski,ul. Sympatyczna ,38,Warszawa,02-450,1943,25,8,50,O+,99.6,185
Ania,Chmielewska,ul. Gojawiczyńskiej Poli ,18,Warszawa,01-773,2015,6,11,26,O+,90.6,167
Wiola,Majewska,ul. Baciaczki ,140,Białystok,15-695,1969,12,2,70,A+,85.7,151
Kornelia,Gorska,ul. Będzińska ,135,Sosnowiec,41-205,1974,24,4,70,B+,56.9,162
Konstanty,Maciejewski,ul. Pusta ,64,Wrocław,54-614,1942,23,9,82,B+,71.4,182
Teofil,Kamiński,ul. Krucza ,21,Wrocław,53-411,1979,10,5,5,O+,22.1,101
Czcibor,Zawadzki,ul. Podwale ,52,Wrocław,50-010,1988,9,5,50,O+,65.4,188
Lechosława,Pawlak,ul. Kormoranów ,144,Kraków,30-737,1998,30,4,55,O+,86.6,174
Mieczysława,Kozłowska,ul. Zielona ,48,Opole,45-554,1951,23,11,82,O+,66.6,150
Janek,Kalinowski,ul. 23 Lutego ,83,Poznań,61-743,1950,9,11,50,O+,78.6,168
Nikodem,Michalski,ul. Przylaszczkowa ,99,Poznań,60-175,1968,5,1,81,O+,76.6,173
Iwo,Rutkowski,ul. Bohaterów Westerplatte ,43,Poznań,60-115,2016,19,3,10,O+,30.1,129
Gabrysia,Jasińska,ul. Tulipanów ,134,Gdańsk,80-776,1943,3,10,32,A+,63.4,164
Bolesława,Symanska,ul. Lewakowskiego Karola ,148,Rzeszów,35-119,2008,11,8,2,A+,14.6,85
Klimek,Kowalski,ul. Kolska ,36,Warszawa,01-045,1951,26,9,80,AB+,75.0,163
Świętomierz,Gorski,ul. Andrychowska ,120,Kraków,30-654,1981,2,6,58,A+,83.0,181
Konstancja,Adamska,ul. Kirasjerów ,108,Warszawa,04-072,1939,8,5,17,A+,75.1,155
Teodozja,Ostrowska,ul. Tuwima Juliana ,133,Kielce,25-110,1960,21,4,16,B+,41.9,167
Władysław,Duda,ul. Horsztyńskiego ,2,Zielona Góra,65-334,1935,16,9,73,A+,98.3,174
Ludwika,Chmielewska,ul. Górna ,135,Opole,45-403,2012,11,1,2,A+,11.1,86
Bazyli,Gorski,ul. Długa ,88,Wrocław,53-658,2004,29,4,48,O+,85.5,175
Miłogost,Wojciechowski,ul. Topolowa ,38,Kraków,31-512,1947,7,4,43,B+,87.6,175
Zoja,Sawicka,ul. Cmentarna ,141,Zabrze,41-800,1973,20,7,75,O+,58.9,157
Eliasz,Majewski,ul. Betlejemska ,141,Kraków,31-999,1973,27,12,37,A+,110.0,174
Kacper,Woźniak,ul. Proroka Leszka ,133,Poznań,60-461,1957,13,10,28,A+,96.9,187
Jerzy,Nowak ,ul. Górnicza ,95,Świętochłowice,41-600,1992,14,5,19,O+,72.1,176
Jagoda,Nowak ,ul. Podgórna ,46,Łódź,93-272,1999,24,5,66,O+,55.9,155
Serafina,Olszewska,ul. Bydgoska ,108,Bydgoszcz,85-790,1976,16,9,66,O+,88.4,159
Przemysł,Pawłowski,ul. Orzeszkowej Elizy ,41,Chorzów,41-506,1961,13,9,48,A+,80.0,178
Justyna,Czerwinska,ul. Słowackiego ,27,Jarosław,37-505,1959,13,4,1,A+,10.9,76
Seweryn,Sawicki,ul. Groszowicka ,46,Opole,45-517,1940,27,8,74,A+,74.6,166
Lubomir,Nowakowski,ul. Główna ,87,Poznań,61-005,1985,10,2,9,O+,35.0,126
Beatrycze,Ostrowska,ul. Stare Domki ,89,Gdańsk,80-857,1995,7,9,65,O-,65.5,163
Michał,Wieczorek,ul. Jarzębinowa ,26,Zielona Góra,65-012,2008,15,8,36,O+,102.8,169
Blanka,Zawadzka,ul. Grudziądzka ,128,Warszawa,01-664,1956,6,12,77,O+,95.0,154
Emeryk,Ostrowski,ul. Grunwaldzka ,115,Rybnik,44-210,1949,6,5,57,O+,89.5,169
Joasia,Kaczmarek,ul. III Powstania Śląskiego ,120,Dąbrowa Górnicza,41-303,1993,5,8,82,B+,88.7,161
Piotr,Adamczyk,ul. Biała ,46,Poznań,60-804,1997,9,11,4,O+,18.8,106
Ksawery,Adamski,Al. Przyjaźni ,41,Opole,45-573,1954,15,4,13,O+,57.0,159
Wojciecha,Grabowska,ul. Bagnista ,63,Rybnik,44-251,1984,25,8,70,AB+,66.5,153
Bartłomiej,Pawłowski,ul. Kardynała Wyszyńskiego Stefana ,107,Mikołów,43-190,1988,23,12,43,A+,66.0,172
Aleksy,Kucharski,ul. Powstańców Śląskich ,59,Mikołów,43-190,1983,12,11,43,A+,76.0,172
Stanisława,Nowicka,ul. Zadworze ,35,Kraków,30-718,1979,17,1,60,B+,61.6,155
Izolda,Adamska,ul. Działkowa ,46,Kielce,25-626,1953,14,4,25,A+,52.5,172
Klementyna,Szczepańska,ul. Żurawia ,138,Włocławek,87-822,1969,14,1,18,O+,77.5,151
Apolonia,Sokołowska,ul. Leszczyńskiej ,114,Oświęcim,32-603,1980,14,3,41,O+,88.9,155
Arkadiusz,Chmielewski,ul. Olszewskiego Karola ,25,Lublin,20-481,2016,23,1,56,O+,69.9,184
Świętosław,Kwiatkowski,ul. Nagórskiego Jana ,113,Gdańsk,80-463,1956,23,7,58,O+,76.2,167
Gabryŝ,Jabłoński,ul. Piastowska ,130,Dobrodzień,46-380,1973,19,9,76,B+,100.4,170
Asia,Jasińska,ul. Orląt Lwowskich ,45,Szczecin,71-340,2009,2,10,31,A+,82.2,173
Małgorzata,Czarnecka,ul. Ustowska ,52,Szczecin,70-002,1984,2,9,21,B+,95.8,172
Alojzy,Woźniak,ul. Daniłowskiego Gustawa ,80,Warszawa,01-833,2004,14,12,8,A+,32.6,136
Krzyś,Król,ul. Ogólna ,32,Elbląg,82-314,1934,4,1,61,AB+,82.1,173
Czesław,Dąbrowski ,ul. Klubowa ,80,Warszawa,02-847,1937,18,6,68,A+,96.4,184
Ludwika,Zawadzka,ul. Wieczorka Józefa ,30,Jastrzębie-Zdrój,44-330,1969,26,12,23,O+,70.3,155
Emeryk,Adamczyk,ul. Goplany ,147,Zielona Góra,65-337,1969,9,11,19,B+,80.6,180
Sylwia,Zawadzka,ul. Łowiecka ,57,Kraków,30-106,2012,17,8,63,O+,57.7,154
Malwina,Jabłońska,ul. Czechowa Antoniego ,93,Wrocław,52-231,1946,15,2,33,A+,63.1,162
Angelika,Michalska,ul. Gołby Kazimierza ,67,Katowice,40-558,1987,14,4,29,O+,93.2,171
Renard,Chmielewski,ul. Bielskiego Marcina ,50,Bydgoszcz,85-790,1937,20,4,34,B+,104.4,188
Gabriela,Nowakowska,ul. Wielkie Młyny ,19,Gdańsk,80-849,1939,27,9,37,O+,100.6,162
Barbara,Zawadzka,ul. Ciasna ,113,Warszawa,00-232,2017,11,5,64,O+,56.8,156
Wisław,Dudek,ul. Fredry Aleksandra ,99,Gliwice,44-100,1993,24,4,48,O+,106.5,186
Jacenty,Sawicki,ul. Broniewskiego Władysława ,2,Jastrzębie-Zdrój,44-330,2017,6,11,36,O+,83.4,182
Jagoda,Zawadzka,ul. Nawojki ,137,Kraków,30-072,1993,21,7,1,B+,8.5,79
Miłosz,Nowakowski,ul. Iwonicka ,10,Poznań,60-473,2017,6,9,60,B-,102.0,169
Przemysł,Zielinski,ul. Szwalma Bronisława ,114,Łódź,92-408,2003,16,4,44,O+,73.8,189
Jadzia,Majewska,ul. Hallera Jana ,142,Kraków,30-694,2007,23,8,8,A+,33.7,129
Bronisława,Szczepańska,ul. Syberia ,14,Syberia,09-303,2010,29,7,33,A+,53.3,158
Krystiana,Jasińska,ul. Kruczka Marcelego ,55,Zabrze,41-819,1939,25,3,13,O+,36.0,162
Tobiasz,Kowalczyk,ul. Pandzy Piotra ,102,Opole,45-552,1969,9,12,82,O+,86.1,176
Bogusława,Kozłowska,ul. Ptysiowa ,49,Warszawa,02-969,2002,24,5,80,O-,85.5,160
Waleria,Duda,ul. Lniana ,28,Łódź,91-158,1990,19,3,48,B+,104.9,169
Anastazja,Kozłowska,ul. Różyckiego Ludomira ,96,Kielce,25-459,1997,2,8,48,AB+,50.4,163
Konstancja,Olszewska,ul. Jordana ,117,Zabrze,41-813,1951,9,7,5,O+,15.4,101
Mieczysław,Adamski,ul. Limanowskiego Bolesława ,15,Zawiercie,42-400,2015,14,6,71,B-,62.9,172
Sergiusz,Jasiński,ul. Kazimierzowska ,110,Warszawa,02-546,1963,2,11,29,O+,71.7,172
Karolina,Kalinowska,ul. Lubostrońska ,136,Bydgoszcz,85-413,2010,16,8,80,A-,91.4,152
Tymon,Sokołowski,ul. Amundsena ,108,Gdańsk,80-288,2016,19,10,77,B+,66.7,175
Tobiasz,Czerwinski,ul. Miętowa ,134,Szczecin,70-875,1961,6,6,0,A+,2.5,53
Feliks,Rutkowski,ul. Zgrupowanie Żubr ,3,Warszawa,01-876,1965,12,9,23,O+,67.9,182
Seweryn,Sawicki,ul. Saperska ,78,Brzeg,49-300,2002,29,7,0,O+,3.1,45
Beatrycze,Kwiatkowska,ul. Lyszcze ,56,Tarnowskie Góry,42-600,1979,5,6,24,O+,72.2,157
Marzena,Kowalczyk,ul. Marczukowska ,66,Białystok,15-724,1973,23,4,0,A+,2.6,45
Rościsława,Król,ul. Orla ,129,Kielce,25-514,1958,22,3,14,B+,47.9,162
Korneliusz,Chmielewski,ul. Dębowa ,8,Warszawa/Wesoła,05-077,1985,31,10,9,O+,27.7,140
Wacława,Wieczorek,ul. 23 Lutego ,19,Poznań,61-742,1995,1,10,6,A+,16.7,113
Angelika,Wysocka,ul. Willowa ,94,Szczecin,71-650,1982,29,3,78,B+,52.2,154
Zbigniew,Duda,ul. Kalinowszczyzna ,91,Lublin,20-201,2014,18,5,48,B-,77.8,179
Agnieszka,Gorska,ul. Asnyka ,147,Bolesławiec,59-703,1951,16,8,15,A+,76.1,165
Elżbieta,Duda,ul. Białowieska ,92,Gdynia,81-179,2006,30,10,26,O+,63.8,172
Alicja,Ostrowska,ul. Koźmiana Kajetana ,4,Kraków,30-698,1941,7,7,20,A+,54.7,170
Kajetan,Kozłowski,ul. Ambrożego Karola ,42,Bielsko-Biała,43-309,1973,14,3,66,O+,81.0,168
Gracja,Grabowska,ul. Generała Rydza Śmigłego ,72,Zielona Góra,65-610,1981,8,5,2,B+,9.4,86
Seweryn,Dąbrowski ,Al. Przyjaciół ,113,Szczecin,70-833,1946,26,5,54,AB+,73.5,168
Julitta,Olszewska,ul. Modra ,35,Lublin,20-525,1964,9,12,6,AB+,25.8,122
Michalina,Wysocka,ul. Ukośna ,26,Gdańsk,80-058,2013,2,9,0,B+,4.7,51
Wincenty,Król,ul. Melisy ,78,Szczecin,70-887,1972,9,12,55,A+,74.4,177
Malwina,Pawłowska,ul. Zakątek ,39,Katowice,40-636,1957,8,9,51,B+,95.5,160
